1,司机,863
2,便宜,620
3,出租车,548
4,分配,524
5,生产力,492
6,网约车,450
7,发展,401
8,哈哈哈,317
9,支持,305
10,垄断,301
11,技术,294
12,平台,281
13,生产关系,253
14,确实,250
15,反对,248
16,AI,243
17,科技,242
18,ai,240
19,社会,234
20,无人驾驶,234
21,企业,229
22,科技进步,223
23,涨价,218
24,时间,216
25,价格,208
26,失业,205
27,收入,204
28,无人,198
29,解决,189
30,工人,188
31,前列,187
32,利润,182
33,滴滴,182
34,时代,181
35,幻想,176
36,哈哈哈哈,166
37,补贴,165
38,国家,164
39,工资,162
40,成本,162
41,过剩,155
42,取代,152
43,岗位,146
44,不用,145
45,普通人,145
46,萝卜,145
47,行业,145
48,落后,144
49,市场,142
50,公司,140
51,只能,136
52,增加,135
53,汽车,135
54,劳动,132
55,赛博,128
56,真的,125
57,做梦,124
58,分配制度,123
59,消费者,121
60,打车,120
61,朋克,117
62,提高,117
63,一部分,114
64,这是,112
65,减少,110
66,驾驶,110
67,获利,108
68,先进,107
69,东西,107
70,消费,107
71,马克思,103
72,就业,102
73,一针见血,101
74,有人,101
75,人类,101
76,服务,99
77,劳动力,95
78,人口,93
79,外卖,93
80,人工智能,93
81,乘客,92
82,保护,92
83,生活,91
84,太对,89
85,电车,86
86,开车,86
87,不到,86
88,解放,86
89,工厂,86
90,自动,85
91,大部分,84
92,关键,84
93,淘汰,83
94,机器,82
95,越来越,79
96,200,78
97,工会,77
98,互联网,76
99,肯定,75
100,改变,75
101,赚钱,73
102,希望,73
103,文明,72
104,矛盾,70
105,利益,70
106,出路,70
107,不好,70
108,底层,70
109,国内,69
110,孩子,68
111,单子,68
112,低价,67
113,马车,67
114,两个,66
115,早就,66
116,剩余价值,66
117,关系,66
118,老板,65
119,视频,65
120,路灯,65
121,蛋糕,64
122,抽成,64
123,财富,64
124,三个,64
125,斗争,63
126,更好,63
127,是因为,63
128,原因,63
129,本质,62
130,工业革命,62
131,小时,62
132,降低,61
133,梦里,61
134,机器人,61
135,感觉,60
136,退休,60
137,唯一,60
138,出租,60
139,经济,59
140,人太多,59
141,当年,59
142,争议,59
143,下岗,58
144,创造,57
145,安全员,57
146,说得好,56
147,公有制,55
148,抢占市场,55
149,导致,54
150,道理,54
151,工作制,54
152,这句,54
153,群众,54
154,武汉,53
155,公平,52
156,一点,51
157,降本增效,51
158,享受,50
159,遥遥领先,50
160,唯物主义,50
161,地方,50
162,群体,50
163,活在,50
164,开发,49
165,出行,49
166,没人,49
167,理解,49
168,doge,48
169,世界,48
170,永远,48
171,美团,48
172,大学,48
173,简单,48
174,下降,47
175,生命,47
176,回收,46
177,共享,46
178,私有制,46
179,经济危机,46
180,收益,46
181,现实,45
182,多拉,45
183,搞笑,45
184,情况,44
185,优化,44
186,一句,44
187,制度,44
188,产能,44
189,加速,43
190,全是,43
191,未来,43
192,调控,43
193,手里,43
194,影响,43
195,好事,43
196,方式,42
197,算法,42
198,带来,42
199,通透,42
200,暂时,42
201,资源,42
202,反正,42
203,宁德,42
204,高科技,41
205,代价,41
206,资产阶级,41
207,全民,41
208,历史,41
209,分析,41
210,国外,40
211,效率,40
212,几个,40
213,素质,40
214,说白了,40
215,人工,40
216,只会,40
217,烧钱,40
218,拒载,40
219,竞争,40
220,欧美,39
221,放弃,39
222,提升,39
223,城市,39
224,来过,39
225,人力,39
226,本来,38
227,单车,38
228,员工,38
229,油车,38
230,工时,38
231,这话,38
232,观点,38
233,产品,38
234,跟上,38
235,生产过剩,38
236,恐惧,38
237,重点,38
238,人性,38
239,指望,38
240,职业,37
241,画师,37
242,压榨,37
243,传统,37
244,教育,37
245,感谢,36
246,劳动者,36
247,需求,36
248,欧洲,36
249,发生,36
250,生产资料,36
251,说话,36
252,人多,36
253,到位,36
254,办法,36
255,实际上,36
256,下雨天,36
257,方法,35
258,选择,35
259,书名号,35
260,全国,35
261,到时候,34
262,获水,34
263,饭碗,34
264,problem,34
265,一种,34
266,理由,34
267,理想,34
268,不行,34
269,卧槽,34
270,担心,33
271,当初,33
272,996,33
273,战争,33
274,解决问题,33
275,代表,32
276,没事,32
277,好像,32
278,强制,32
279,八小时,32
280,喜欢,32
281,优惠,32
282,成熟,32
283,垄断市场,32
284,狭隘,32
285,意义,31
286,价格战,31
287,理论,31
288,等于,31
289,出口,31
290,电动车,31
291,企业主,31
292,加班,31
293,研发,31
294,水平,31
295,科幻片,31
296,上海,31
297,逻辑,30
298,科幻,30
299,大学生,30
300,时刻,30
301,抵制,30
302,不均,29
303,很大,29
304,听懂,29
305,穷人,29
306,买不起,29
307,红利,29
308,这下,29
309,高价,29
310,韭菜,29
311,干掉,29
312,透彻,28
313,记录在案,28
314,哪有,28
315,人干,28
316,推广,28
317,点子,28
318,宏颜,28
319,平衡,28
320,珍妮,28
321,占领市场,28
322,身上,28
323,干嘛,28
324,绕路,28
325,醍醐灌顶,28
326,知识,28
327,保障,28
328,工具,28
329,生产者,28
330,说得对,28
331,短期,28
332,毕业,27
333,东来,27
334,跟不上,27
335,概念,27
336,万岁,27
337,涨工资,27
338,太好了,27
339,稳定,27
340,公交,27
341,保证,27
342,之间,27
343,先天,27
344,提供,27
345,荆门,27
346,第一,27
347,开网,27
348,人员,26
349,事情,26
350,明白,26
351,升级,26
352,后期,26
353,延迟,26
354,有钱人,26
355,公交车,26
356,阻挡,26
357,开源,26
358,UP,26
359,所有人,26
360,从来不,26
361,牺牲,26
362,系统,26
363,转移,26
364,最终,26
365,很难,26
366,挣钱,26
367,自私,26
368,宰客,26
369,晕车,25
370,分给,25
371,公务员,25
372,唯物,25
373,饿死,25
374,私人,25
375,告诉,25
376,阻止,25
377,自动化,25
378,价值,25
379,变多,25
380,发达,25
381,知乎,25
382,一遍,25
383,长沙,24
384,太多,24
385,手机,24
386,位置,24
387,有钱,24
388,燃油,24
389,结论,24
390,反抗,24
391,大战,24
392,领域,24
393,能力,24
394,活该,24
395,玩意,24
396,坐牢,24
397,车费,24
398,说法,24
399,社会保障,24
400,数据,24
401,年前,24
402,工作岗位,24
403,力量,24
404,计划,24
405,打过,24
406,记得,24
407,建议,23
408,阶级矛盾,23
409,运动,23
410,老师,23
411,控制,23
412,一堆,23
413,飞机,23
414,30%,23
415,北海,23
416,日均,23
417,核心,23
418,没关系,23
419,美好,23
420,生意,23
421,为啥,23
422,没法,23
423,改进,23
424,买车,23
425,多人,23
426,一人,23
427,投币,22
428,点赞,22
429,没说,22
430,宏大,22
431,叙事,22
432,华为,22
433,投入,22
434,想想,22
435,通缩,22
436,请问,22
437,导航,22
438,李彦宏,22
439,祥子,22
440,长期,22
441,底特律,22
442,人少,22
443,解决方案,22
444,国企,22
445,坐车,22
446,缩短,22
447,第二次,22
448,红旗,21
449,动能,21
450,地铁,21
451,体验,21
452,卢德,21
453,干活,21
454,意味着,21
455,事实,21
456,不合理,21
457,小米,21
458,放心,21
459,一台,21
460,权利,21
461,占领,21
462,厉害,21
463,融资,21
464,毛病,21
465,赛道,21
466,跟着,21
467,外企,21
468,杀熟,21
469,口碑,21
470,模式,20
471,老百姓,20
472,百万,20
473,回去,20
474,醒醒,20
475,能干,20
476,得来,20
477,学习,20
478,至少,20
479,重庆,20
480,待遇,20
481,特斯拉,20
482,电费,20
483,消灭,20
484,祸水,20
485,弹幕,20
486,真实,20
487,吃饭,20
488,罗技,20
489,月薪,20
490,动画,20
491,制约,20
492,我晕,20
493,没错,19
494,异化,19
495,聊天,19
496,武器,19
497,操作,19
498,抛弃,19
499,到来,19
500,经典,19
501,火车,19
502,地球,19
503,红颜,19
504,马斯克,19
505,师傅,19
506,参考,19
507,用户,19
508,超过,19
509,不算,19
510,内需,19
511,变人,19
512,进厂,19
513,学过,19
514,单价,19
515,300,19
516,油费,19
517,真人,19
518,掌控,19
519,收缩,19
520,制定,19
521,大势所趋,19
522,昨天,19
523,制造,18
524,大众,18
525,笑话,18
526,抽烟,18
527,货车,18
528,好多,18
529,路线,18
530,接单,18
531,启动,18
532,因素,18
533,目的,18
534,很快,18
535,蚌埠,18
536,道德,18
537,兄弟,18
538,税收,18
539,想起,18
540,中年人,18
541,老马,18
542,落实,18
543,慢慢,18
544,真理,18
545,几次,18
546,恢复,18
547,循环,18
548,思路,18
549,就行了,18
550,土地,18
551,6000,18
552,不想,18
553,道路,18
554,画画,18
555,危险,18
556,发明,18
557,批判,18
558,节省,18
559,权益,18
560,一块,18
561,无敌,18
562,伴有,18
563,发动机,18
564,投诉,18
565,1.5,18
566,那种,17
567,智能,17
568,免费,17
569,社会制度,17
570,头上,17
571,想法,17
572,速度,17
573,支付,17
574,一半,17
575,安排,17
576,哪来,17
577,有个,17
578,答案,17
579,绘画,17
580,资产,17
581,超时,17
582,环境,17
583,很差,17
584,人为,17
585,花钱,17
586,问号,17
587,贫富差距,17
588,物价,17
589,赡养,17
590,无所谓,17
591,收费,17
592,张全,17
593,家庭,17
594,考研,17
595,没学过,17
596,读书,17
597,这段,17
598,全自动,17
599,好处,17
600,恐怖,17
601,盈利,17
602,贪婪,17
603,降低成本,17
604,动力,16
605,不该,16
606,发出,16
607,黄包车,16
608,后人,16
609,智慧,16
610,自然,16
611,阵痛,16
612,忽略,16
613,终于,16
614,企业家,16
615,设备,16
616,准确,16
617,剩下,16
618,拉动,16
619,想到,16
620,不去,16
621,马克思主义,16
622,抢走,16
623,感受,16
624,不错,16
625,房子,16
626,刚刚,16
627,门槛,16
628,进一步,16
629,难受,16
630,提出,16
631,额外,16
632,拉曼,16
633,责任,16
634,调休,16
635,保养,16
636,去掉,16
637,态度,16
638,车夫,16
639,长远,16
640,探头,16
641,双赢,16
642,学会,16
643,按劳分配,16
644,主打,16
645,搞头,16
646,义务教育,16
647,芯片,16
648,委婉,16
649,极差,16
650,睡觉,16
651,缓解,16
652,一车,16
653,翻译,16
654,技术人员,16
655,文案,16
656,二环,16
657,马原,16
658,四天,16
659,不患,16
660,寡而患,16
661,北京西站,16
662,预备,15
663,包括,15
664,危机,15
665,造福,15
666,没多,15
667,大规模,15
668,一段,15
669,十年,15
670,正当竞争,15
671,你币,15
672,机械唯物主义,15
673,早饭,15
674,许愿,15
675,指定,15
676,分配关系,15
677,深圳,15
678,思考,15
679,破坏,15
680,特别,15
681,蒸汽机,15
682,北京,15
683,工业,15
684,前期,15
685,回来,15
686,第一次,15
687,生存,15
688,天天,15
689,抢饭碗,15
690,转行,15
691,政治,15
692,点名,15
693,一口价,15
694,落地,15
695,恐慌,15
696,两百,15
697,省流,15
698,太贵,15
699,体力,15
700,薪资,15
701,提价,15
702,有用,15
703,完善,15
704,赶紧,15
705,的士,15
706,CG,15
707,公有化,15
708,回答,15
709,有时候,15
710,抗争,15
711,数量,14
712,放假,14
713,压力,14
714,售票员,14
715,教科书,14
716,民众,14
717,事件,14
718,说到底,14
719,阶段,14
720,农村,14
721,看不到,14
722,所有制,14
723,负责,14
724,百姓,14
725,笑死人,14
726,现状,14
727,普及,14
728,漂亮,14
729,这才,14
730,听不懂,14
731,外国,14
732,全球,14
733,就行,14
734,精辟,14
735,缝纫机,14
736,一份,14
737,推行,14
738,我家,14
739,上百万,14
740,公里,14
741,一条,14
742,退出,14
743,低保,14
744,不好过,14
745,镰刀,14
746,饱和,14
747,学生,14
748,吃瓜,14
749,泼水,14
750,便利,14
751,性价比,14
752,发钱,14
753,可逆,14
754,质疑,14
755,机构,14
756,脸色,14
757,原先,14
758,一粒,14
759,一座,14
760,大山,14
761,毁灭,14
762,不住,14
763,路子,14
764,期待,14
765,最佳,14
766,再生产,14
767,引号,14
768,低廉,14
769,进场,14
770,没想,14
771,应得,14
772,阻碍,13
773,产业,13
774,获益,13
775,基础,13
776,空调,13
777,既得利益者,13
778,内卷,13
779,例子,13
780,其他人,13
781,朋友,13
782,推动,13
783,中肯,13
784,专业,13
785,哈耶克,13
786,纺织,13
787,纺织机,13
788,牛奶,13
789,变革,13
790,实话,13
791,发声,13
792,证明,13
793,前提,13
794,残疾人,13
795,十几个,13
796,不让,13
797,百年,13
798,以人为本,13
799,数字,13
800,年轻人,13
801,艺术,13
802,几百万,13
803,修车,13
804,充电,13
805,开玩笑,13
806,降价,13
807,伴随,13
808,whats,13
809,没用,13
810,太棒了,13
811,才行,13
812,改造,13
813,陷入,13
814,牛马,13
815,地区,13
816,不信,13
817,高铁,13
818,明天,13
819,车是,13
820,没算,13
821,超级,13
822,会员,13
823,山西,13
824,计划经济,13
825,大象,13
826,解决不了,13
827,回旋,13
828,平均,13
829,骑车,13
830,老人,13
831,坐地铁,13
832,萧条,12
833,发现,12
834,跳出,12
835,主义,12
836,叠甲,12
837,程序,12
838,爆炸,12
839,绷住,12
840,无产者,12
841,套路,12
842,别念,12
843,匹配,12
844,滞后,12
845,投资,12
846,照样,12
847,投放,12
848,更累,12
849,理想化,12
850,人去,12
851,讨论,12
852,辛苦,12
853,还给,12
854,白日梦,12
855,适合,12
856,人能,12
857,扰乱,12
858,日子,12
859,更少,12
860,转型,12
861,承担,12
862,出事,12
863,订单,12
864,一股,12
865,马车夫,12
866,绘图,12
867,商品,12
868,10%,12
869,几块钱,12
870,那帮,12
871,定价,12
872,懂吗,12
873,事教人,12
874,工种,12
875,租出去,12
876,还少,12
877,下工,12
878,因噎废食,12
879,发展中国家,12
880,太深,12
881,科学技术,12
882,无偿,12
883,客服,12
884,伟人,12
885,承包,12
886,交税,12
887,北约,12
888,说错,12
889,活动,12
890,对不起,12
891,一套,12
892,挡不住,12
893,抑制,12
894,分到,12
895,没本事,12
896,结束,11
897,收归国有,11
898,车里,11
899,监管,11
900,手上,11
901,粮食,11
902,背后,11
903,废话,11
904,好好,11
905,按需分配,11
906,害怕,11
907,干得,11
908,定义,11
909,三台,11
910,疯狂,11
911,联合,11
912,体制,11
913,块钱,11
914,事物,11
915,幸福,11
916,总量,11
917,实践,11
918,结局,11
919,维护,11
920,一张,11
921,程度,11
922,英国,11
923,购买力,11
924,躺平,11
925,规则,11
926,这能,11
927,几十年,11
928,先给,11
929,一辆车,11
930,科学,11
931,谢谢,11
932,预警,11
933,起码,11
934,加油,11
935,随便,11
936,谨慎,11
937,出生,11
938,养肥,11
939,加大力度,11
940,流水线,11
941,年代,11
942,历史舞台,11
943,努力,11
944,私有,11
945,个人利益,11
946,直播,11
947,一下子,11
948,纯纯,11
949,每次,11
950,2077,11
951,多收,11
952,堵车,11
953,啥事,11
954,公开,11
955,打败,11
956,质量,11
957,说人话,11
958,水下,11
959,第一个,11
960,顾客,11
961,视角,11
962,第一句,11
963,Ai,11
964,参与,11
965,要交,11
966,过多,11
967,卖货,11
968,多开,11
969,事实上,11
970,当做,11
971,产出,11
972,意识,10
973,风琴,10
974,想着,10
975,抽走,10
976,同意,10
977,寡头,10
978,规模,10
979,g29,10
980,电动,10
981,好几年,10
982,鼓掌,10
983,太少,10
984,网约,10
985,加价,10
986,公会,10
987,我国,10
988,温饱,10
989,结合实际,10
990,打表,10
991,威胁,10
992,听到,10
993,付出,10
994,私家车,10
995,反噬,10
996,快乐,10
997,真相,10
998,一说到,10
999,过程,10
1000,夺走,10
1001,现象,10
1002,真敢,10
1003,持续,10
1004,支撑,10
1005,阶级,10
1006,开启,10
1007,没上,10
1008,大爷,10
1009,势在必行,10
1010,留下,10
1011,主人,10
1012,中间商,10
1013,物竞天择,10
1014,利用,10
1015,干什么,10
1016,评论,10
1017,差距,10
1018,可行,10
1019,退步,10
1020,低点,10
1021,路上,10
1022,死循环,10
1023,好笑,10
1024,拼命,10
1025,哈哈大笑,10
1026,少生,10
1027,房地产,10
1028,相关,10
1029,就够,10
1030,就让,10
1031,驾校,10
1032,关心,10
1033,高危,10
1034,千古,10
1035,从业者,10
1036,解决办法,10
1037,算是,10
1038,想要,10
1039,坐过,10
1040,公共交通,10
1041,腰包,10
1042,民生,10
1043,马列,10
1044,大胆,10
1045,调整,10
1046,出生率,10
1047,试试,10
1048,三辆,10
1049,求生,10
1050,这有,10
1051,这么回事,10
1052,起步,10
1053,样子,10
1054,摆烂,10
1055,固定,10
1056,打到,10
1057,早晚,10
1058,反对者,10
1059,中学,10
1060,铺开,10
1061,梦想,10
1062,创业,10
1063,中医,10
1064,非要,10
1065,可笑,10
1066,出手,10
1067,升价,10
1068,不值钱,10
1069,我妈,10
1070,办公室,10
1071,最初,10
1072,类似,10
1073,讲解,10
1074,十分之一,10
1075,生成,10
1076,东北,10
1077,锄头,10
1078,惶惶,10
1079,约束,10
1080,文化,10
1081,注定,10
1082,太牛,10
1083,一路,10
1084,程序员,10
1085,外地,10
1086,省钱,10
1087,保命,10
1088,薪酬,10
1089,服务业,9
1090,大于,9
1091,推出,9
1092,优惠券,9
1093,阿巴,9
1094,遗憾,9
1095,高中,9
1096,嘻嘻,9
1097,成都,9
1098,2024,9
1099,农民,9
1100,依旧,9
1101,场面,9
1102,电子,9
1103,几年,9
1104,纺织业,9
1105,天津,9
1106,消化,9
1107,啊啊啊,9
1108,现有,9
1109,一批,9
1110,二战,9
1111,诞生,9
1112,强迫,9
1113,那句话,9
1114,机械,9
1115,胡说八道,9
1116,权力,9
1117,规律,9
1118,圈钱,9
1119,交通,9
1120,计算机,9
1121,课本,9
1122,意见,9
1123,超额,9
1124,一刀,9
1125,绝大多数,9
1126,善心,9
1127,可不是,9
1128,礼让,9
1129,剥夺,9
1130,2AI,9
1131,太强,9
1132,纺织工人,9
1133,重新分配,9
1134,种地,9
1135,没涨,9
1136,这段话,9
1137,一单,9
1138,Up,9
1139,螺丝,9
1140,壁垒,9
1141,街上,9
1142,谋生,9
1143,用于,9
1144,喷火,9
1145,最中,9
1146,试行,9
1147,考试,9
1148,苏联,9
1149,线下,9
1150,可能性,9
1151,效率高,9
1152,台子,9
1153,实质,9
1154,就别,9
1155,体系,9
1156,丢人,9
1157,乌托邦,9
1158,失业者,9
1159,百分之,9
1160,试点,9
1161,女生,9
1162,解答,9
1163,比例,9
1164,替换,9
1165,打工,9
1166,取缔,9
1167,论文,9
1168,拗口,9
1169,挖煤,9
1170,思聪,9
1171,纯收入,9
1172,上周,9
1173,见到,9
1174,负担,9
1175,坐标,9
1176,活钱,9
1177,辞职,9
1178,先用,9
1179,哥们,9
1180,选网,9
1181,无忧无虑,9
1182,小辟孩,9
1183,学费,9
1184,老爹,9
1185,劳了,9
1186,执行者,9
1187,托底,9
1188,3D,9
1189,人脑,9
1190,影响力,9
1191,巴拉巴,9
1192,预设立场,9
1193,富得,9
1194,越富,9
1195,中央,9
1196,自由,9
1197,营收,9
1198,车祸,9
1199,车有,9
1200,赔付,9
1201,很多遍,9
1202,南站,9
1203,二百块,9
1204,逼死,9
1205,对手,9
1206,相匹配,9
1207,入市,9
1208,公家,9
1209,近十年,9
1210,扪心自问,9
1211,耳熟,9
1212,耍流氓,9
1213,商品价格,9
1214,阿拉丁,9
1215,神灯,9
1216,价格便宜,9
1217,流通,9
1218,以往,9
1219,不在少数,9
1220,争论,9
1221,媒介,9
1222,旅游,9
1223,刀削面,9
1224,深刻印象,9
1225,组织,9
1226,赋予,9
1227,劳动密集型,9
1228,退回,9
1229,抬轿子,9
1230,槟郎味,9
1231,打字员,9
1232,收银员,9
1233,惠民,9
1234,通病,9
1235,打发,9
1236,谈下,9
1237,悲观,9
1238,同理,9
1239,偏远地区,9
1240,全员,9
1241,鄂人,9
1242,长沙火车站,9
1243,上车,9
1244,大厂,9
1245,精英,9
1246,起点,9
1247,码头,9
1248,搬运工,9
1249,集装箱,9
1250,至此,9
1251,已成,9
1252,每月,9
1253,普遍现象,9
1254,优带,9
1255,源头,9
1256,EMP,9
1257,太时,9
1258,不敢苟同,9
1259,液体,9
1260,尾焰,9
1261,固体,9
1262,走神,9
1263,高光,9
1264,开头,9
1265,开大,9
1266,哥们儿,9
1267,一绕,9
1268,灰尘,9
1269,硬着头皮,9
1270,春晚,9
1271,考编,9
1272,完全同意,9
1273,寄信,9
1274,数据安全,9
1275,学个,9
1276,驾照,9
1277,怎么回事,9
1278,半年,9
1279,带薪,9
1280,房间,9
